3.16227766017 178.755360254
3.68215185257 83.7657999995
4.28749266269 57.0516999986
4.99235068749 43.5107999981
5.81308642316 35.0751999995
6.76875000946 29.2230999994
7.88152340347 24.8865999994
9.17723524618 21.5276999994
10.6859603724 18.8427999994
12.4427178794 16.6455999994
14.4882839567 14.8148999994
16.8701383448 13.2677999994
19.6435663895 11.9451999994
22.8729422729 10.8037999995
26.6332232064 9.81089999945
31.0116892657 8.94129999946
36.1099692539 8.17519999946
42.0463996123 7.49679999946
48.9587711339 6.89309999946
57.0075272329 6.35369999946
66.3794880048 5.86979999946
77.2921865173 5.43419999946
89.9989179819 5.04069999947
104.794619002 4.68410000006
122.022713362 4.36000000006
142.083083253 4.06470000006
165.441350963 3.79480000006
192.639686456 3.54770000006
224.309391707 3.32080000006
261.185553889 3.11210000006
304.124107516 2.91970000006
354.121701584 2.74210000006
412.338832843 2.57780000006
480.126782149 2.42560000006
559.05897911 2.28450000001
650.967523046 2.15340000001
757.985707939 2.03200000001
882.597538433 1.91900000001
1027.69538619 1.8138
1196.64712489 1.7159
1393.3743021 1.6246
1622.44316254 1.5396
1889.17063541 1.4604
2199.74774594 1.3866
2561.38331555 1.3178
2982.47128622 1.2538
3472.78555267 1.1942
4043.7068248 1.1387
4708.48678587 1.0869
5482.55567807 1.03860401
6383.88045461 0.9936
7433.38181165 0.9514
8655.41977966 0.9119
10078.3591453 0.8748
11735.2278281 0.8398
13664.483493 0.8067
15910.9061932 0.7752
18526.6377628 0.7452
21572.3920829 0.7165
25118.8643151 0.6888
